,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
16,1A3,1A6,1A2,1A5,1A8,1A8,1A6,1A8,1A2,1A2,1A7,1A1,1A2,1A3,1A5,1A5,1A6,1A3,1A3,1A1,1A1,1A1,1A7,1A6,1A5,1A8,1A4,1A3,1A8,1A3,1A7,1A2
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1A2,1A1,1A3,1A6,1A3,1A6,1A6,1A3,1A1,1A8,1A4,1A7,1A7,1A6,1A7,1A1,1A2,1A3,1A8,1A3,1A2,1A3,1A7,1A2,1A4,1A1,1A7,1A7,1A4,1A4,1A2,1A1
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1A2,1A7,1A8,1A8,1A8,1A6,1A3,1A2,1A2,1A3,1A3,1A7,1A5,1A3,1A1,1A7,1A2,1A2,1A1,1A2,1A3,1A4,1A1,1A7,1A2,1A7,1A8,1A1,1A8,1A7,1A4,1A1
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1A2,1A8,1A3,1A1,1A8,1A5,1A8,1A5,1A4,1A7,1A1,1A4,1A4,1A6,1A7,1A7,1A8,1A4,1A4,1A6,1A5,1A7,1A3,1A7,1A4,1A3,1A1,1A5,1A3,1A2,1A5,1A6
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1A8,1A3,1A7,1A8,1A7,1A6,1A7,1A5,1A8,1A2,1A5,1A2,1A6,1A7,1A6,1A8,1A6,1A3,1A4,1A4,1A7,1A1,1A5,1A4,1A2,1A6,1A8,1A3,1A7,1A6,1A4,1A8
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1A7,1A8,1A1,1A6,1A2,1A7,1A7,1A7,1A7,1A2,1A5,1A7,1A1,1A7,1A4,1A3,1A1,1A2,1A2,1A8,1A8,1A7,1A3,1A5,1A6,1A7,1A6,1A3,1A5,1A4,1A1,1A8
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1A7,1A8,1A4,1A8,1A5,1A2,1A2,1A4,1A2,1A7,1A6,1A1,1A8,1A7,1A2,1A2,1A1,1A7,1A7,1A7,1A8,1A5,1A2,1A8,1A6,1A6,1A5,1A5,1A4,1A3,1A3,1A8
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1A4,1A4,1A3,1A6,1A4,1A5,1A5,1A5,1A4,1A3,1A1,1A8,1A5,1A7,1A1,1A3,1A3,1A1,1A2,1A7,1A3,1A3,1A4,1A2,1A1,1A3,1A3,1A1,1A1,1A3,1A1,1A3
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1A5,1A7,1A5,1A2,1A7,1A4,1A4,1A8,1A4,1A5,1A7,1A6,1A7,1A1,1A6,1A1,1A4,1A8,1A8,1A8,1A6,1A6,1A5,1A7,1A4,1A8,1A1,1A4,1A4,1A1,1A3,1A7
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1A2,1A2,1A8,1A4,1A8,1A8,1A4,1A2,1A5,1A8,1A3,1A8,1A2,1A8,1A6,1A5,1A8,1A3,1A7,1A7,1A3,1A1,1A5,1A7,1A1,1A2,1A4,1A2,1A7,1A3,1A6,1A7
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1A3,1A6,1A4,1A5,1A5,1A7,1A3,1A6,1A6,1A6,1A1,1A1,1A7,1A8,1A7,1A1,1A7,1A3,1A6,1A4,1A2,1A6,1A2,1A7,1A6,1A7,1A2,1A3,1A2,1A1,1A2,1A2
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1A8,1A5,1A2,1A1,1A5,1A4,1A2,1A5,1A8,1A5,1A8,1A8,1A5,1A1,1A6,1A1,1A8,1A7,1A3,1A3,1A4,1A4,1A1,1A4,1A7,1A5,1A5,1A1,1A4,1A8,1A7,1A4
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1A5,1A5,1A7,1A5,1A8,1A8,1A4,1A1,1A6,1A7,1A5,1A6,1A8,1A1,1A8,1A4,1A3,1A4,1A3,1A7,1A7,1A5,1A4,1A3,1A5,1A4,1A6,1A5,1A1,1A1,1A8,1A1
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1A2,1A7,1A8,1A8,1A6,1A1,1A5,1A3,1A3,1A3,1A5,1A3,1A1,1A2,1A8,1A8,1A3,1A3,1A4,1A1,1A1,1A4,1A6,1A3,1A3,1A4,1A4,1A1,1A8,1A6,1A6,1A6
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1A4,1A1,1A4,1A5,1A2,1A8,1A7,1A7,1A6,1A5,1A1,1A1,1A5,1A7,1A8,1A8,1A1,1A4,1A1,1A4,1A3,1A4,1A2,1A5,1A3,1A2,1A4,1A6,1A3,1A1,1A5,1A3
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1A3,1A5,1A3,1A3,1A6,1A6,1A8,1A3,1A4,1A3,1A1,1A4,1A7,1A6,1A1,1A1,1A8,1A2,1A1,1A7,1A8,1A6,1A6,1A7,1A7,1A1,1A3,1A3,1A8,1A8,1A3,1A6
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1A2,1A4,1A2,1A8,1A2,1A8,1A2,1A4,1A8,1A7,1A2,1A8,1A6,1A3,1A2,1A6,1A7,1A2,1A3,1A3,1A3,1A7,1A3,1A2,1A6,1A4,1A5,1A4,1A8,1A4,1A6,1A8
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1A4,1A5,1A8,1A8,1A6,1A8,1A1,1A4,1A3,1A4,1A6,1A3,1A7,1A6,1A6,1A8,1A1,1A6,1A4,1A3,1A2,1A5,1A8,1A6,1A1,1A4,1A4,1A2,1A1,1A4,1A8,1A4
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1A6,1A6,1A1,1A6,1A5,1A7,1A7,1A6,1A3,1A6,1A5,1A2,1A4,1A6,1A4,1A2,1A3,1A3,1A5,1A5,1A3,1A8,1A5,1A1,1A4,1A5,1A4,1A4,1A5,1A4,1A7,1A7
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1A6,1A8,1A4,1A7,1A8,1A8,1A4,1A5,1A5,1A1,1A6,1A1,1A8,1A5,1A5,1A4,1A7,1A6,1A1,1A1,1A7,1A6,1A6,1A4,1A4,1A7,1A2,1A5,1A2,1A3,1A6,1A8
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
