,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
28,1A23,1N19,1C17,1P9,1E1,1A5,1K19,1L1,1C13,1O9,1G11,1J11,1M9,1D13,1I11,1I7,1N23,1E15,1P15,1M11,1I5,1P21,1D3,1G11,1M23,1N13,1L1,1J5,1B13,1K5,1J21,1E23
29,1C1,1J5,1M21,1E19,1F1,1B11,1N11,1A11,1H21,1J11,1F13,1N7,1H9,1I15,1A5,1G17,1E23,1K1,1J7,1I19,1M3,1J9,1K19,1L7,1L11,1P15,1M7,1H11,1I11,1N17,1I7,1E7
30,1E5,1B19,1A15,1I23,1L23,1H13,1P15,1M3,1I3,1M3,1J23,1B23,1J13,1N11,1M17,1M13,1K5,1A17,1L9,1D1,1M15,1F13,1M23,1G23,1G21,1F21,1B3,1E19,1H23,1C5,1C17,1A13
31,1A1,1H3,1N17,1F11,1K5,1A3,1F13,1H3,1O5,1C9,1D11,1N21,1H23,1P5,1H7,1H17,1L17,1A21,1M11,1F9,1A9,1B1,1O11,1F19,1E21,1N11,1D23,1M11,1O11,1D19,1C19,1H1
32,1H13,1H9,1P11,1D3,1C21,1B3,1O15,1L23,1K3,1E1,1L5,1N1,1J13,1A17,1O13,1N13,1C21,1M7,1M15,1I21,1K17,1A1,1J23,1O5,1B5,1F17,1P7,1C19,1P23,1K17,1G9,1J13
33,1G7,1J11,1C21,1H3,1M5,1F15,1D3,1L13,1G1,1M21,1A7,1F17,1F17,1I9,1A15,1J9,1M21,1M5,1N17,1M5,1O23,1E11,1N5,1P13,1J5,1M3,1I1,1L17,1A5,1J21,1P3,1C13
34,1F9,1L11,1M5,1L23,1G17,1A23,1B5,1A5,1B5,1F23,1C3,1L17,1C21,1D11,1E19,1G13,1E5,1B17,1D15,1G3,1O17,1G9,1N15,1L19,1O23,1A21,1J15,1C19,1I1,1B7,1B17,1L9
35,1E21,1P17,1C23,1N9,1K7,1E3,1B11,1N21,1N21,1N15,1E23,1A23,1P19,1A11,1H1,1I5,1I21,1J19,1K9,1D17,1H1,1C5,1F9,1L15,1A23,1N23,1P5,1G3,1C1,1H15,1O3,1C17
36,1G19,1J13,1B13,1J3,1O23,1J21,1M1,1P9,1F1,1M13,1P23,1C13,1B15,1E15,1B9,1I19,1L15,1H13,1O19,1H11,1L23,1H9,1N9,1G9,1L17,1C11,1H11,1K23,1H5,1K7,1M1,1E5
37,1D23,1E9,1I7,1P5,1P17,1D19,1E21,1K19,1I21,1L13,1C21,1I3,1H21,1E7,1O3,1L1,1B15,1J11,1E3,1J19,1M23,1A11,1O5,1I23,1D23,1K15,1K11,1H15,1G3,1H11,1B5,1H23
38,1B5,1J19,1A7,1G15,1P11,1C7,1D13,1C9,1J21,1C23,1O7,1I23,1O1,1D1,1L17,1F13,1H15,1L15,1G11,1K1,1B13,1L21,1L15,1L15,1A17,1E19,1I3,1P21,1E1,1K1,1P3,1B3
39,1A7,1P17,1D7,1H15,1P17,1D3,1K13,1A13,1D1,1M9,1O5,1N19,1G15,1F21,1G5,1G11,1G19,1A3,1G7,1M13,1J13,1H21,1D5,1I1,1G5,1B5,1E9,1N7,1P5,1L11,1G3,1N19
40,1I15,1P7,1D21,1F5,1L5,1F9,1J1,1J21,1M23,1P9,1C23,1J7,1E17,1K19,1G19,1L7,1O23,1L11,1M17,1B21,1K1,1N15,1C1,1N21,1B1,1O15,1F5,1O7,1P1,1F3,1J17,1D23
41,1E13,1P7,1C11,1A9,1F17,1N7,1D17,1B7,1C7,1E15,1B19,1I13,1O1,1E1,1B17,1C9,1K17,1J17,1O15,1B13,1O19,1P19,1E3,1L15,1C23,1A7,1P15,1F1,1B9,1P13,1O17,1O11
42,1B1,1J13,1K7,1B9,1D13,1K3,1G19,1L15,1P9,1C9,1J7,1E5,1B21,1B19,1K19,1E11,1I9,1D13,1G5,1I9,1K21,1A23,1L13,1I23,1E21,1L7,1E9,1J23,1L19,1K19,1E17,1O13
43,1F17,1O1,1B5,1H7,1G23,1B19,1H19,1B7,1H19,1N5,1A15,1G11,1N3,1M19,1J7,1B7,1G13,1M17,1D7,1P21,1C15,1I19,1H23,1E11,1J11,1I15,1D3,1J19,1P11,1N7,1I15,1J17
44,1P11,1L19,1O17,1F9,1H7,1L19,1M23,1G11,1L19,1P9,1H15,1H1,1H21,1L23,1B3,1C23,1G7,1L13,1H19,1O17,1B13,1A1,1L13,1B23,1H19,1N11,1O21,1A23,1K3,1K11,1B21,1L5
45,1I23,1G13,1P13,1D23,1G3,1P11,1H3,1E15,1O3,1N19,1M3,1H7,1K5,1I13,1F3,1N21,1H19,1D7,1B17,1I9,1A9,1E1,1J7,1F7,1G9,1I5,1B9,1D21,1J3,1I17,1E1,1D17
46,1F3,1O23,1J17,1H19,1N9,1F19,1D15,1F11,1G13,1D13,1L5,1J1,1K11,1G17,1P1,1F5,1F23,1O1,1B11,1J5,1G9,1D17,1G19,1H13,1N11,1K23,1E7,1E11,1K13,1L13,1G15,1B7
47,1I19,1P19,1F19,1N15,1N9,1B21,1L9,1M19,1D13,1N17,1H15,1I11,1B13,1A13,1F13,1B9,1O3,1H17,1I9,1G7,1N11,1B23,1L15,1C7,1K21,1J17,1D5,1A7,1F11,1C3,1A1,1B1
48,1E13,1O15,1J1,1C7,1A13,1O17,1P17,1J5,1K5,1H5,1G23,1L19,1M1,1L1,1O5,1M13,1M21,1M13,1N9,1F15,1M21,1C1,1C21,1N15,1I5,1E21,1F21,1F23,1J9,1F7,1G21,1H7
49,1G9,1K17,1C19,1K7,1D5,1L3,1G17,1A5,1J15,1E21,1J19,1I21,1E9,1K13,1L11,1F3,1H23,1C3,1D1,1D11,1E21,1B17,1N3,1D21,1I9,1F5,1A9,1C5,1H11,1J19,1M23,1I19
50,1M15,1L21,1A21,1M15,1K15,1E17,1I5,1M9,1B21,1D1,1A17,1F11,1G23,1I17,1N1,1M19,1C23,1G15,1C3,1O1,1I9,1B13,1B11,1M3,1H9,1K17,1E19,1A13,1O15,1D23,1J21,1H7
51,1N1,1E17,1H17,1A13,1H7,1B5,1I13,1A3,1N7,1A9,1A11,1E3,1E13,1D17,1J11,1N3,1K5,1H7,1B11,1E17,1B19,1P1,1G3,1N3,1L9,1J9,1O7,1D1,1E11,1E21,1L17,1D3
52,1N19,1I9,1J5,1I11,1O21,1K3,1P13,1O17,1D19,1A1,1F1,1D13,1K7,1H5,1C1,1O9,1B1,1K9,1N1,1D11,1D5,1M21,1H17,1C19,1M7,1J13,1O19,1J23,1K1,1B11,1H17,1B21
53,1I13,1I21,1P5,1A3,1D5,1G11,1O9,1A7,1A9,1F9,1P7,1N23,1M1,1D17,1A21,1A9,1K13,1E3,1I11,1G13,1J5,1P9,1G13,1I19,1C11,1E11,1L19,1I7,1A15,1H5,1G3,1I17
54,1O23,1B7,1C17,1P17,1E23,1P21,1A23,1N23,1P21,1A21,1M15,1E13,1A9,1J17,1F17,1N3,1K13,1F13,1P19,1P9,1K15,1G15,1I11,1H23,1J23,1E9,1J1,1I7,1L23,1M7,1E3,1I3
55,1K23,1B13,1D21,1L11,1O21,1K15,1P17,1H19,1A17,1O15,1G7,1G1,1E17,1F11,1P17,1D17,1C9,1G11,1G1,1K5,1I23,1E23,1E23,1C13,1G21,1C17,1B15,1O7,1E19,1G21,1B9,1C17
