,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
11,1B12,1C4,1C12,1E12,1B4,1F12,1B12,1C4,1E12,1B12,1A1,1G6,1C4,1C2,1C2,1A1,1F12,1C2,1B2,1C4,1C12,1B4,1C4,1F12,1F12,1B2,1C2,1B2,1B2,1A1,1C2,1C4
12,1C12,1B12,1C2,1A1,1B12,1G6,1G6,1B2,1B4,1A1,1B4,1B4,1F12,1A1,1B12,1A1,1A1,1G6,1B4,1C4,1G6,1A1,1B4,1C2,1F12,1C4,1F12,1G6,1B4,1E12,1E12,1F12
13,1C2,1B2,1C4,1B12,1G6,1A1,1C4,1G6,1B4,1B12,1B2,1C4,1C2,1C12,1B12,1E12,1F12,1F12,1B2,1F12,1B12,1A1,1E12,1B12,1C2,1C2,1A1,1C12,1E12,1G6,1E12,1B2
14,1B2,1E12,1A1,1C2,1A1,1B4,1F12,1G6,1B12,1G6,1C4,1C12,1G6,1B2,1C2,1G6,1C12,1A1,1F12,1B2,1B4,1C2,1B2,1F12,1B12,1B2,1F12,1F12,1F12,1A1,1C12,1B2
15,1A1,1G6,1A1,1E12,1B12,1C12,1B2,1C2,1C2,1B12,1F12,1C4,1C12,1G6,1B2,1C12,1F12,1C2,1G6,1C12,1C2,1B4,1C2,1E12,1B4,1B4,1C2,1A1,1F12,1B2,1A1,1C4
16,1C2,1G6,1B2,1C2,1G6,1C4,1C12,1C2,1B12,1B4,1C2,1B12,1C12,1B4,1B4,1B4,1C4,1B4,1C12,1E12,1E12,1F12,1B4,1B2,1B12,1G6,1F12,1F12,1C12,1C12,1C4,1C12
17,1B2,1E12,1F12,1G6,1G6,1B2,1E12,1B12,1C12,1C2,1A1,1E12,1B12,1C4,1F12,1B4,1C4,1E12,1A1,1B2,1G6,1C4,1E12,1B4,1G6,1E12,1A1,1C4,1C4,1C2,1B2,1G6
18,1B12,1C2,1B4,1A1,1C12,1G6,1A1,1E12,1G6,1A1,1G6,1A1,1C4,1B2,1C12,1C12,1C4,1C4,1C2,1B12,1B12,1C12,1B4,1B2,1G6,1C4,1B4,1A1,1E12,1A1,1B2,1C4
19,1A1,1B4,1B12,1B2,1B2,1C2,1C2,1G6,1C4,1G6,1C2,1B2,1A1,1C12,1B12,1B12,1C12,1C4,1C4,1E12,1C2,1B12,1B2,1C12,1B12,1B12,1B12,1C2,1G6,1B12,1B4,1C12
20,1G6,1F12,1A1,1B2,1F12,1E12,1B2,1C12,1E12,1E12,1C2,1B4,1G6,1B4,1C4,1A1,1G6,1C12,1E12,1C2,1B12,1E12,1C2,1F12,1G6,1C12,1B12,1G6,1B12,1B12,1G6,1C12
21,1B2,1E12,1B4,1C4,1B4,1F12,1A1,1B2,1B2,1C12,1E12,1A1,1B2,1B12,1C4,1C2,1E12,1B2,1C2,1C12,1E12,1A1,1E12,1E12,1B4,1B2,1B2,1C12,1F12,1F12,1B12,1E12
22,1B2,1B12,1B4,1C4,1G6,1C4,1C12,1E12,1G6,1G6,1G6,1B2,1C4,1B4,1G6,1B12,1E12,1E12,1F12,1E12,1B2,1B12,1C2,1B2,1G6,1C12,1B2,1G6,1B4,1B2,1C12,1B12
23,1G6,1G6,1E12,1F12,1B2,1C4,1C2,1B12,1B4,1C2,1A1,1B12,1B2,1B12,1G6,1F12,1B2,1C2,1E12,1C2,1C2,1E12,1F12,1B4,1B2,1E12,1B12,1B2,1C12,1F12,1C4,1C12
24,1B2,1E12,1C2,1G6,1C4,1C4,1C12,1B4,1C2,1C4,1F12,1C12,1A1,1E12,1C12,1F12,1C2,1B12,1C2,1C2,1E12,1B4,1C2,1A1,1A1,1B12,1F12,1C2,1C12,1G6,1B2,1C4
25,1B4,1C2,1B12,1A1,1E12,1G6,1C2,1A1,1C2,1A1,1G6,1C4,1G6,1E12,1E12,1B2,1C12,1G6,1G6,1G6,1C12,1C4,1C12,1B12,1C12,1C2,1C12,1F12,1C12,1B12,1B2,1E12
26,1B2,1B2,1C12,1A1,1C12,1C2,1F12,1C2,1B2,1A1,1E12,1E12,1C12,1B4,1B2,1F12,1C4,1B4,1B12,1C4,1C2,1C12,1B2,1B4,1C2,1B4,1C2,1G6,1C12,1F12,1B4,1B12
27,1E12,1C4,1B2,1B2,1A1,1E12,1C12,1B12,1G6,1C12,1B2,1F12,1A1,1C2,1B12,1E12,1G6,1B12,1C2,1A1,1B12,1F12,1B2,1C2,1A1,1B12,1C12,1B12,1C2,1C2,1C4,1F12
28,1C2,1C4,1E12,1B2,1C12,1C2,1B12,1A1,1F12,1C4,1C12,1A1,1B2,1B12,1A1,1B4,1C12,1A1,1A1,1B2,1C4,1C12,1E12,1G6,1A1,1C2,1B2,1F12,1C12,1A1,1G6,1E12
29,1B4,1B12,1E12,1C12,1A1,1C2,1C2,1B4,1A1,1B4,1E12,1E12,1C4,1C12,1B12,1B4,1C2,1B12,1B12,1C4,1B4,1B4,1B12,1C12,1A1,1C12,1B2,1G6,1C2,1C12,1B4,1B12
30,1A1,1E12,1E12,1G6,1C12,1E12,1C2,1B2,1A1,1A1,1B2,1F12,1G6,1E12,1C4,1C12,1B4,1G6,1B12,1B2,1G6,1B2,1B12,1B12,1C12,1F12,1E12,1C12,1A1,1B12,1B12,1C4
31,1C12,1B4,1G6,1C12,1B12,1F12,1C2,1B2,1A1,1B12,1C4,1B12,1B12,1E12,1C2,1B4,1C4,1G6,1C12,1B2,1B4,1E12,1B4,1C4,1B12,1B2,1F12,1G6,1C4,1B4,1G6,1C12
32,1B2,1E12,1A1,1F12,1C2,1C12,1E12,1C4,1A1,1G6,1B2,1F12,1B2,1C2,1B12,1E12,1C12,1C12,1F12,1E12,1B12,1B4,1G6,1A1,1B4,1F12,1E12,1C4,1C12,1A1,1E12,1A1
33,1A1,1C4,1E12,1C12,1C2,1B4,1E12,1C4,1C2,1A1,1B2,1G6,1E12,1B12,1E12,1E12,1C12,1B4,1C4,1C4,1C4,1A1,1A1,1B4,1B2,1A1,1B2,1B4,1B4,1E12,1C4,1A1
34,1B12,1C12,1G6,1C12,1C4,1E12,1B4,1C2,1C12,1F12,1E12,1E12,1E12,1A1,1E12,1B12,1C2,1B2,1C4,1E12,1G6,1B2,1F12,1F12,1B4,1A1,1B12,1C12,1E12,1F12,1F12,1A1
35,1B4,1C2,1C2,1G6,1G6,1A1,1B12,1B2,1C12,1B2,1C2,1B12,1G6,1B4,1E12,1A1,1A1,1C2,1C2,1E12,1C2,1C4,1C2,1G6,1A1,1B2,1B2,1F12,1E12,1B12,1C12,1A1
36,1C4,1B4,1B12,1B2,1G6,1C2,1B12,1C12,1A1,1E12,1C4,1A1,1B4,1B12,1B2,1B12,1F12,1B2,1B12,1B12,1F12,1B12,1E12,1C2,1C4,1C4,1E12,1C4,1C4,1F12,1B4,1B2
37,1G6,1B2,1A1,1B4,1G6,1B4,1C4,1B4,1B4,1F12,1B2,1G6,1F12,1A1,1C12,1B4,1G6,1B12,1G6,1E12,1B12,1C2,1B2,1F12,1F12,1F12,1E12,1C4,1C4,1B12,1B2,1C4
38,1G6,1C4,1C2,1E12,1B4,1B4,1C2,1A1,1B2,1A1,1B2,1E12,1C2,1B4,1B12,1C4,1F12,1G6,1F12,1E12,1B12,1C2,1F12,1F12,1F12,1F12,1C4,1F12,1F12,1F12,1C2,1C4
39,1B12,1C2,1C4,1B4,1F12,1B4,1B12,1G6,1B12,1C12,1C4,1A1,1C4,1B2,1G6,1B4,1E12,1F12,1E12,1G6,1A1,1C4,1B2,1F12,1C2,1G6,1B12,1G6,1G6,1C2,1C2,1G6
40,1F12,1F12,1A1,1A1,1B12,1B4,1B12,1A1,1B2,1G6,1G6,1G6,1C4,1B4,1E12,1G6,1B2,1C2,1C12,1B4,1F12,1B4,1C12,1B2,1B2,1G6,1B2,1A1,1B2,1A1,1F12,1E12
41,1C2,1B12,1B2,1C12,1A1,1C4,1C4,1G6,1A1,1A1,1B2,1B4,1B12,1E12,1C2,1C2,1G6,1F12,1G6,1A1,1C2,1A1,1G6,1F12,1E12,1C12,1C2,1C2,1C4,1C12,1B12,1F12
42,1F12,1B2,1B12,1F12,1B4,1G6,1F12,1B2,1C4,1B12,1B2,1B2,1B12,1F12,1F12,1C4,1B12,1C2,1C4,1C2,1B2,1C2,1G6,1C4,1G6,1F12,1B4,1C12,1B4,1B12,1C4,1C4
43,1B4,1B4,1B12,1E12,1B4,1B12,1G6,1E12,1F12,1C4,1C4,1E12,1A1,1E12,1E12,1C4,1C4,1C4,1B4,1E12,1B4,1C4,1B12,1C4,1E12,1G6,1C2,1B12,1G6,1F12,1E12,1E12
44,1B2,1C4,1G6,1B4,1A1,1C4,1F12,1B4,1E12,1C4,1A1,1F12,1G6,1A1,1C2,1C2,1C4,1C2,1G6,1F12,1A1,1A1,1B12,1B2,1C12,1C2,1B12,1C4,1A1,1F12,1C12,1C4
45,1G6,1B12,1G6,1E12,1A1,1C2,1B4,1E12,1C2,1G6,1C4,1B2,1G6,1A1,1A1,1A1,1E12,1G6,1C12,1C2,1C12,1C4,1B12,1B4,1E12,1C2,1G6,1C12,1B4,1C4,1B4,1B2
46,1E12,1C2,1C4,1C12,1E12,1G6,1C12,1B4,1B2,1C4,1E12,1B4,1C2,1B2,1C4,1A1,1B4,1B12,1G6,1C12,1B2,1B2,1E12,1E12,1B4,1C2,1F12,1C2,1C2,1B12,1F12,1B12
47,1G6,1E12,1B4,1C12,1C2,1B4,1B4,1B4,1C4,1G6,1B12,1C12,1C2,1B2,1C2,1B2,1B2,1C4,1B4,1B2,1C2,1B12,1B2,1G6,1C2,1B12,1G6,1G6,1C2,1B2,1C4,1B12
48,1F12,1B2,1B4,1C2,1E12,1F12,1B12,1C2,1F12,1B4,1C2,1F12,1A1,1A1,1C2,1C12,1A1,1C12,1C2,1F12,1C12,1B2,1C12,1B12,1C2,1G6,1B4,1C4,1B12,1F12,1A1,1C12
49,1B12,1G6,1C12,1B4,1G6,1A1,1C12,1A1,1A1,1C4,1A1,1A1,1E12,1A1,1B2,1G6,1B12,1C2,1C12,1B2,1C2,1C2,1F12,1C12,1C4,1A1,1C12,1C4,1C12,1C4,1C12,1C4
50,1C2,1G6,1G6,1B2,1E12,1B4,1C12,1B4,1B4,1F12,1G6,1E12,1F12,1F12,1E12,1B4,1G6,1B12,1A1,1F12,1B12,1G6,1G6,1F12,1C4,1B2,1A1,1C4,1B4,1B12,1A1,1C4
51,1C2,1F12,1B12,1B2,1C12,1F12,1B2,1B12,1C12,1C4,1G6,1E12,1A1,1C12,1E12,1B4,1C2,1E12,1A1,1E12,1C12,1C4,1B4,1F12,1B4,1C4,1B2,1E12,1G6,1F12,1C12,1E12
52,1E12,1B4,1E12,1B4,1C4,1C12,1C12,1C4,1A1,1C2,1B4,1E12,1G6,1B2,1C12,1C2,1C12,1A1,1G6,1F12,1C2,1B4,1B4,1E12,1C2,1F12,1B12,1F12,1A1,1A1,1B2,1B12
53,1F12,1C2,1C2,1B4,1F12,1C2,1A1,1E12,1B2,1F12,1B4,1C2,1E12,1F12,1C12,1C4,1C12,1B4,1B4,1F12,1C4,1B4,1C4,1C2,1G6,1B12,1F12,1C12,1F12,1A1,1B12,1C4
54,1C12,1B4,1F12,1F12,1G6,1F12,1E12,1C4,1G6,1C4,1B2,1B4,1F12,1B2,1G6,1C4,1B4,1A1,1C4,1B2,1B12,1B4,1F12,1C12,1B12,1E12,1C4,1F12,1B2,1B2,1B2,1C12
55,1B2,1E12,1A1,1E12,1A1,1C4,1B2,1B2,1F12,1A1,1C12,1F12,1B2,1E12,1C4,1E12,1G6,1B2,1B12,1B12,1C4,1F12,1F12,1B2,1B2,1C4,1C12,1B4,1B2,1E12,1E12,1F12
