,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
46,1B4,1F12,1C2,1G6,1C2,1B12,1E12,1B2,1G6,1B12,1G6,1C4,1G6,1B4,1C4,1F12,1B12,1A1,1B4,1C4,1C2,1C4,1G6,1C2,1F12,1G6,1C12,1B12,1E12,1F12,1A1,1C12
47,1G6,1B4,1C12,1A1,1C2,1F12,1G6,1E12,1B4,1B4,1B2,1B12,1C12,1C12,1B2,1C4,1E12,1C2,1A1,1C12,1A1,1A1,1G6,1B4,1G6,1B2,1A1,1B12,1C12,1A1,1C4,1F12
48,1B2,1G6,1E12,1B4,1B2,1F12,1E12,1B4,1B2,1C2,1E12,1B4,1B12,1C2,1B2,1E12,1E12,1C4,1B2,1B2,1B2,1F12,1B12,1C2,1A1,1C12,1B12,1B12,1B12,1E12,1C4,1E12
49,1C2,1B12,1B2,1B4,1B4,1G6,1F12,1C2,1F12,1B2,1B4,1A1,1B2,1B12,1B12,1B2,1E12,1B12,1G6,1C12,1B2,1B2,1E12,1G6,1B4,1B4,1A1,1F12,1A1,1B12,1C12,1A1
50,1F12,1A1,1B4,1F12,1E12,1A1,1B2,1F12,1A1,1C4,1B2,1B4,1A1,1G6,1C4,1C12,1A1,1C4,1C12,1C4,1G6,1C4,1B4,1C4,1A1,1E12,1F12,1E12,1C4,1B12,1G6,1E12
51,1B12,1E12,1A1,1C12,1F12,1F12,1F12,1B12,1F12,1C12,1F12,1B4,1B12,1C2,1G6,1F12,1B4,1B12,1B2,1B12,1C12,1B12,1C2,1C12,1B2,1C12,1C4,1C4,1C12,1C12,1F12,1C2
52,1C2,1G6,1C12,1A1,1B4,1E12,1A1,1B12,1B4,1F12,1E12,1C12,1B4,1E12,1E12,1B4,1C4,1C4,1B12,1B4,1B4,1B4,1F12,1B4,1G6,1G6,1C12,1C2,1G6,1C12,1C4,1B4
53,1E12,1C4,1C12,1C2,1G6,1F12,1B2,1A1,1E12,1F12,1B12,1B12,1C4,1C2,1A1,1C2,1B4,1A1,1C2,1C12,1C4,1F12,1F12,1F12,1C4,1F12,1C12,1A1,1C2,1F12,1E12,1F12
54,1B2,1F12,1C4,1F12,1B12,1C4,1E12,1B2,1C4,1B2,1G6,1F12,1B4,1C12,1E12,1C12,1C12,1C2,1E12,1F12,1F12,1C2,1G6,1F12,1B4,1C12,1G6,1C12,1B2,1C12,1C12,1B4
55,1B12,1C4,1C12,1E12,1A1,1C4,1C4,1F12,1G6,1B12,1B4,1B4,1C12,1B4,1G6,1G6,1E12,1E12,1E12,1B2,1C4,1B2,1G6,1B4,1F12,1F12,1B2,1B4,1F12,1F12,1B2,1E12
