,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
25,1C12,1G6,1C12,1B2,1E12,1G6,1F12,1C2,1B4,1F12,1E12,1B2,1C12,1B12,1C2,1B2,1B12,1C2,1B2,1E12,1A1,1E12,1B2,1C4,1C12,1C2,1F12,1C12,1C4,1A1,1B12,1B4
26,1B12,1B4,1B4,1A1,1G6,1F12,1G6,1G6,1G6,1C2,1B12,1G6,1G6,1A1,1E12,1E12,1B12,1G6,1C12,1A1,1C12,1A1,1C12,1F12,1B2,1C2,1C2,1A1,1C4,1B4,1B4,1F12
27,1E12,1B12,1B12,1C4,1F12,1A1,1B12,1G6,1E12,1G6,1C12,1B2,1B4,1E12,1B2,1E12,1C12,1G6,1C4,1G6,1C12,1C2,1A1,1B12,1G6,1B2,1G6,1E12,1B12,1F12,1G6,1E12
28,1C12,1A1,1C4,1E12,1B4,1C2,1E12,1B12,1E12,1F12,1B4,1G6,1C12,1E12,1B12,1C4,1B2,1E12,1B12,1B2,1C2,1F12,1E12,1C2,1E12,1B4,1E12,1B2,1B12,1A1,1C12,1C12
29,1F12,1C4,1C2,1B12,1C4,1B4,1C4,1G6,1C2,1F12,1C4,1G6,1F12,1B2,1C2,1B4,1C2,1G6,1F12,1C2,1F12,1F12,1C2,1C2,1C2,1F12,1B12,1B2,1G6,1C4,1B2,1B4
30,1C2,1B2,1C12,1C4,1B4,1B2,1B4,1E12,1A1,1C12,1G6,1C2,1B12,1F12,1C4,1G6,1C4,1C12,1A1,1F12,1C2,1C4,1B4,1B4,1C12,1C12,1C2,1F12,1C12,1C4,1B2,1G6
31,1C12,1C2,1C12,1C12,1B2,1E12,1E12,1G6,1C2,1C2,1A1,1B2,1B4,1C12,1B2,1C12,1E12,1B2,1F12,1A1,1E12,1B12,1B12,1B2,1A1,1E12,1C2,1C2,1C2,1A1,1B4,1B12
32,1B12,1B4,1A1,1G6,1F12,1G6,1B2,1E12,1B12,1F12,1C2,1C12,1F12,1C4,1B12,1B4,1B12,1C2,1B2,1A1,1B2,1C2,1G6,1G6,1C4,1E12,1A1,1G6,1C4,1C2,1C2,1C2
33,1C2,1G6,1C12,1B2,1B12,1B2,1G6,1F12,1A1,1E12,1B12,1C12,1B2,1B2,1C2,1C2,1F12,1B4,1B12,1B4,1E12,1A1,1B2,1G6,1A1,1B4,1B4,1B2,1C4,1B2,1A1,1B2
34,1F12,1C2,1G6,1C2,1F12,1F12,1C2,1C4,1B12,1C2,1C12,1F12,1C4,1C2,1B4,1C12,1C4,1B4,1B2,1E12,1B2,1B12,1B4,1B4,1C4,1A1,1C4,1F12,1C12,1A1,1C4,1E12
35,1B12,1F12,1B12,1B4,1C2,1B12,1B2,1B12,1B12,1C12,1B12,1B4,1G6,1G6,1F12,1B2,1B12,1C12,1C12,1G6,1C12,1A1,1B12,1B12,1C12,1F12,1B4,1A1,1F12,1B4,1C2,1C12
36,1F12,1B12,1E12,1A1,1C2,1B12,1A1,1B2,1C2,1B2,1F12,1B12,1A1,1A1,1C4,1E12,1B2,1C12,1B4,1C2,1A1,1B4,1F12,1C2,1B4,1A1,1F12,1B2,1F12,1B4,1C4,1F12
37,1A1,1A1,1B4,1B12,1C12,1A1,1A1,1C2,1F12,1C12,1C2,1G6,1B12,1C12,1G6,1B2,1G6,1A1,1A1,1F12,1A1,1A1,1E12,1B12,1B4,1C2,1C2,1G6,1G6,1A1,1G6,1B12
38,1B2,1C12,1F12,1A1,1C4,1E12,1E12,1C2,1E12,1B4,1C2,1B2,1B12,1A1,1C2,1F12,1C4,1B2,1C2,1A1,1B12,1A1,1B4,1B2,1C4,1C2,1C12,1B2,1E12,1B12,1A1,1B4
39,1G6,1G6,1C4,1G6,1C12,1A1,1B12,1C12,1B4,1B12,1F12,1B4,1F12,1G6,1C12,1B2,1B4,1F12,1B2,1F12,1B2,1B4,1B2,1C12,1G6,1E12,1B4,1C4,1F12,1B4,1C4,1B2
40,1B12,1E12,1B12,1C4,1G6,1C2,1C4,1B12,1C2,1E12,1F12,1C12,1F12,1G6,1C2,1C4,1B2,1B4,1C4,1B12,1E12,1C2,1G6,1B2,1C2,1B2,1B12,1C4,1F12,1C4,1A1,1B4
41,1G6,1B2,1B4,1F12,1E12,1C2,1A1,1F12,1A1,1C12,1C2,1E12,1G6,1F12,1B2,1G6,1C12,1F12,1B4,1C2,1B12,1C2,1F12,1G6,1C12,1C12,1B12,1C2,1C12,1B4,1C12,1C12
42,1A1,1C2,1A1,1C4,1C2,1G6,1C12,1B2,1B2,1F12,1G6,1B4,1B4,1C12,1C12,1C2,1G6,1F12,1B2,1C2,1G6,1G6,1F12,1E12,1G6,1A1,1C2,1B12,1F12,1B12,1G6,1B2
43,1E12,1A1,1C2,1C12,1A1,1F12,1B12,1G6,1B4,1C2,1B12,1E12,1C12,1C12,1A1,1B4,1G6,1A1,1C2,1B4,1E12,1C4,1C2,1F12,1A1,1C12,1C12,1F12,1C2,1A1,1B12,1B4
44,1C2,1F12,1E12,1B4,1F12,1C4,1A1,1C2,1B4,1F12,1A1,1E12,1B4,1E12,1B2,1B4,1C2,1B4,1B12,1B12,1C12,1B2,1C4,1F12,1B4,1A1,1G6,1C2,1E12,1F12,1A1,1F12
45,1A1,1B12,1C12,1G6,1B12,1B12,1G6,1E12,1E12,1B4,1E12,1C2,1B12,1C12,1C12,1A1,1E12,1B4,1G6,1C12,1C4,1C12,1C2,1C12,1C12,1C2,1C4,1C2,1G6,1A1,1C4,1C2
46,1F12,1G6,1B12,1E12,1B4,1B12,1G6,1A1,1F12,1C2,1B4,1C2,1C12,1C12,1A1,1C2,1E12,1G6,1E12,1B4,1B4,1B2,1B2,1E12,1C4,1B12,1G6,1G6,1C12,1B4,1E12,1A1
47,1B12,1B4,1B2,1B12,1G6,1B12,1A1,1B12,1F12,1G6,1F12,1A1,1B2,1C4,1B4,1B2,1C12,1F12,1C2,1C4,1G6,1B4,1F12,1B12,1G6,1C2,1A1,1G6,1B12,1F12,1C4,1E12
48,1A1,1E12,1B2,1A1,1A1,1C4,1B12,1B12,1E12,1B2,1B4,1B4,1F12,1E12,1A1,1C4,1B4,1F12,1A1,1A1,1A1,1E12,1B4,1G6,1B12,1C4,1C12,1C4,1B4,1A1,1G6,1B12
49,1B12,1C12,1C12,1F12,1C12,1B4,1A1,1G6,1B4,1B2,1B12,1C12,1C4,1C12,1C4,1C12,1A1,1B12,1B12,1E12,1A1,1C4,1C12,1G6,1C12,1F12,1G6,1F12,1C12,1E12,1B2,1A1
50,1G6,1B4,1E12,1B2,1C2,1A1,1B2,1B4,1B12,1C4,1B2,1F12,1E12,1B2,1B2,1B12,1B2,1B2,1B2,1F12,1B12,1C4,1A1,1C2,1B12,1C4,1B2,1B4,1C2,1B12,1E12,1B2
51,1C4,1C4,1B2,1G6,1C4,1C4,1C12,1A1,1A1,1C2,1A1,1A1,1F12,1G6,1B12,1C12,1C12,1C12,1B2,1C4,1B2,1B4,1A1,1C4,1A1,1C12,1A1,1B2,1E12,1G6,1B2,1E12
52,1C2,1A1,1C12,1C4,1B12,1C4,1B2,1G6,1F12,1C2,1C12,1E12,1A1,1B2,1B12,1B2,1B4,1G6,1C4,1B2,1C12,1C12,1E12,1F12,1E12,1C12,1C4,1B4,1B2,1E12,1E12,1B4
53,1C12,1A1,1C12,1B12,1F12,1F12,1A1,1B2,1C2,1G6,1F12,1C4,1B12,1C2,1C4,1C4,1B4,1C12,1B2,1B2,1F12,1F12,1C2,1C4,1B2,1C2,1F12,1B12,1G6,1F12,1C2,1E12
54,1C4,1B2,1E12,1G6,1F12,1F12,1B2,1B12,1C12,1F12,1B4,1B4,1B2,1B4,1C12,1E12,1F12,1C4,1C4,1C12,1B4,1G6,1C4,1F12,1C4,1B2,1C12,1B2,1F12,1C12,1C2,1C2
55,1B4,1B4,1B2,1B4,1E12,1A1,1C12,1F12,1G6,1B12,1B2,1C2,1B4,1E12,1C2,1B4,1C4,1A1,1F12,1E12,1E12,1F12,1E12,1A1,1E12,1G6,1A1,1C12,1C2,1A1,1B4,1C4
