,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,1F1,1H2,1H3,1F3,1F1,1H6,1F1,1F6,1H2,1H5,1G5,1F6,1F3,1G6,1G5,1G2,1F2,1G5,1F1,1G2,1G5,1G1,1H2,1H2,1G3,1H4,1G1,1G1,1F3,1F6,1F2,1G5
11,1G5,1G3,1G6,1G1,1H1,1G5,1G5,1H3,1G3,1H4,1H1,1F3,1G5,1F3,1G4,1H5,1F1,1F1,1H3,1H3,1H5,1G2,1G5,1F4,1G6,1F5,1G6,1H1,1H3,1G6,1F6,1H1
12,1F4,1H4,1F4,1F4,1F1,1G1,1F4,1F3,1F4,1F1,1G6,1H4,1G6,1H4,1F4,1F3,1G3,1G4,1H3,1F2,1G4,1G2,1F6,1F6,1H3,1G1,1H1,1H1,1G3,1F6,1F5,1G2
13,1F6,1G1,1G6,1G2,1G5,1G2,1H1,1F1,1G3,1H1,1F5,1H1,1G3,1F6,1G4,1F3,1G3,1F1,1F1,1H5,1G6,1H6,1H4,1G4,1F5,1H5,1F6,1H5,1G6,1G5,1H6,1F2
14,1G2,1H3,1H4,1G5,1F3,1F5,1H2,1H2,1H4,1H6,1G5,1G6,1G2,1F1,1H5,1F6,1H1,1G4,1F6,1G5,1F6,1F6,1F5,1H3,1F5,1G6,1F2,1F6,1F3,1G1,1G1,1G2
15,1G2,1H5,1H5,1G4,1H3,1G1,1G2,1F5,1H2,1F3,1F1,1H6,1H1,1F6,1F2,1H3,1H1,1G4,1H2,1G3,1F2,1H1,1G4,1H2,1H3,1G1,1F3,1G2,1F4,1G4,1H4,1H6
16,1F5,1F6,1H6,1H1,1F1,1H1,1H6,1H3,1H1,1F5,1G2,1H5,1G6,1F5,1F3,1G5,1F6,1H3,1F6,1H5,1H3,1H2,1H3,1F4,1F3,1H1,1H1,1H2,1G6,1G1,1H6,1G1
17,1G6,1F5,1G6,1G6,1F5,1H3,1F5,1H4,1F2,1H3,1H5,1H5,1H6,1G3,1F6,1H1,1H4,1G6,1G2,1H3,1G2,1G1,1G6,1G6,1F6,1H2,1H6,1F4,1G3,1G6,1G4,1H3
18,1H5,1H4,1H4,1F1,1G5,1G2,1H6,1G2,1F5,1F4,1G1,1G5,1H2,1G5,1F5,1H5,1G4,1G5,1H2,1G2,1F5,1G5,1F5,1H2,1H5,1F2,1F4,1F4,1F2,1H4,1G2,1F1
19,1H2,1F3,1G4,1G2,1G3,1G2,1H5,1H2,1F6,1F3,1G6,1H2,1G2,1F6,1F5,1G6,1H3,1G1,1H4,1F3,1H4,1G4,1H6,1G1,1G1,1H4,1H3,1G1,1F3,1H6,1G5,1H2
20,1F4,1H4,1F6,1G5,1G6,1G1,1G6,1G3,1F1,1H4,1H1,1G5,1G1,1H6,1H1,1H4,1H6,1G4,1F4,1H1,1F4,1F2,1G3,1H2,1F4,1H1,1H3,1F2,1G3,1G1,1H4,1H3
21,1G5,1G2,1H4,1H4,1G3,1F1,1G1,1G6,1H5,1F5,1G1,1F4,1F2,1F4,1G5,1H6,1G1,1F5,1F2,1F6,1H3,1H6,1F6,1G1,1H2,1H1,1H3,1H5,1G5,1F4,1G3,1G1
22,1H5,1H4,1F4,1G6,1H6,1H1,1G5,1G2,1F6,1G6,1G1,1H5,1H1,1G2,1H1,1F4,1F1,1F3,1G5,1H1,1G3,1G3,1F1,1G1,1H1,1G2,1F6,1G2,1G2,1F1,1G1,1F5
23,1H1,1H2,1G3,1G3,1H3,1H6,1G1,1H4,1G5,1F6,1H1,1F6,1H3,1G5,1G4,1F3,1G3,1F5,1F6,1G6,1H2,1G4,1F5,1G1,1G2,1G2,1H4,1H2,1F6,1F2,1F5,1F5
24,1H4,1H5,1H1,1G6,1H5,1H4,1H4,1F3,1G5,1F2,1F1,1H4,1F2,1F3,1F1,1F1,1G3,1H4,1H3,1G4,1G3,1F4,1F5,1H2,1F2,1H6,1H6,1H4,1G1,1H6,1G1,1H3
25,1F1,1F4,1H2,1G2,1H2,1H2,1H5,1G1,1F3,1H1,1G5,1G3,1H6,1F2,1H6,1H4,1G4,1H6,1H6,1G6,1H4,1H6,1F5,1F6,1H5,1F1,1F5,1H5,1H4,1G1,1F1,1H1
26,1H3,1F1,1H6,1H1,1G3,1G2,1F5,1H6,1G4,1G5,1F6,1G3,1H2,1G3,1G2,1F3,1H6,1H4,1H5,1F1,1G5,1G1,1G3,1G2,1F3,1G6,1F1,1G3,1F3,1G3,1G4,1H3
27,1H1,1F4,1G3,1G6,1H6,1H6,1G2,1F4,1H3,1G4,1F1,1G2,1H5,1G6,1G6,1H6,1H6,1G6,1G5,1H3,1G1,1F5,1H3,1G4,1F2,1G3,1F2,1F4,1H2,1G6,1H1,1G3
28,1F3,1H3,1G5,1F2,1G3,1H2,1G4,1H1,1F2,1G1,1H6,1H1,1F5,1F4,1F4,1F2,1H3,1G4,1F5,1H2,1F4,1H3,1G1,1G1,1F5,1H3,1H3,1H3,1G1,1F2,1G3,1G1
29,1G2,1G5,1G4,1H1,1G4,1H4,1F5,1G5,1F3,1F3,1H3,1H4,1H3,1F4,1F3,1F6,1F5,1H3,1F6,1H4,1F3,1F4,1G5,1H3,1G6,1G1,1F4,1G4,1F2,1F5,1H6,1G2
30,1H2,1F3,1H1,1G4,1G6,1F4,1G1,1G4,1G6,1G4,1H6,1F1,1G5,1H1,1H1,1G5,1G2,1F2,1G5,1H3,1H6,1H1,1G3,1G2,1F2,1H1,1G3,1H2,1F3,1H5,1H5,1H5
31,1G5,1H5,1F6,1G2,1G4,1G4,1G1,1G5,1F5,1G6,1G4,1H6,1G2,1H6,1H3,1F2,1H5,1G4,1G4,1F4,1F3,1G6,1G5,1H1,1F5,1G5,1G6,1F3,1H3,1F4,1F6,1H2
32,1F3,1H1,1H1,1G1,1G6,1F2,1F4,1H3,1H4,1G1,1G6,1F2,1H5,1F1,1G5,1G3,1H3,1G5,1H5,1G2,1G5,1H2,1G4,1G1,1H2,1G5,1G4,1F5,1H2,1F6,1F1,1F6
33,1F2,1F5,1G3,1H3,1F1,1F6,1H3,1F5,1F2,1G2,1G4,1G4,1F1,1H1,1H1,1F2,1F5,1G3,1F3,1G5,1F2,1F2,1H4,1F2,1G4,1G3,1F6,1F5,1F1,1H6,1F1,1G2
34,1F3,1H3,1F1,1H3,1F2,1F1,1F1,1G2,1H5,1F5,1F4,1F6,1H5,1H1,1H5,1F3,1G5,1F6,1H1,1F3,1F4,1G1,1H2,1H5,1G5,1F2,1F6,1H4,1G3,1G1,1F5,1G2
35,1F4,1F5,1G1,1H6,1G5,1H6,1F6,1G2,1H4,1F5,1H2,1G2,1H3,1F6,1G3,1H2,1H6,1G2,1G2,1G6,1F1,1F1,1H2,1F6,1F4,1H5,1G5,1G3,1G2,1G5,1F4,1F4
36,1H6,1G3,1H5,1F6,1F3,1H3,1G2,1F1,1G5,1G3,1H6,1G2,1G3,1G2,1H2,1F6,1F1,1F3,1F2,1F5,1H5,1H3,1F2,1H6,1F1,1F1,1G1,1H6,1F2,1G1,1G6,1F2
37,1F1,1G6,1F6,1H2,1F4,1F4,1F4,1H5,1G2,1G4,1F6,1F6,1G5,1G6,1G3,1F6,1G2,1F2,1H2,1F4,1F2,1G3,1G3,1G6,1H2,1G4,1H4,1F5,1H5,1H5,1F1,1G4
38,1G6,1F2,1H6,1G1,1G1,1H5,1G2,1F5,1F6,1G2,1F4,1G6,1F6,1H6,1H5,1H5,1G1,1H2,1H5,1G5,1F4,1G1,1G4,1H4,1F3,1F5,1H3,1F6,1F5,1H2,1G5,1F5
39,1F5,1G5,1F1,1H6,1H3,1H5,1H6,1G3,1H3,1G2,1H5,1F4,1F6,1H3,1G4,1H5,1F4,1H6,1H1,1F6,1F4,1H5,1F6,1H5,1H5,1G4,1H1,1G1,1H2,1G1,1G6,1G1
40,1F5,1F4,1F1,1G2,1G3,1H4,1F3,1F3,1H5,1G5,1G1,1G5,1G4,1H4,1G2,1H2,1H4,1H5,1G4,1H6,1G6,1G2,1F3,1F4,1H2,1H4,1F5,1H4,1G5,1F6,1G4,1H1
41,1F2,1H6,1F4,1F1,1H6,1H6,1H3,1G4,1G2,1F1,1H3,1F2,1G4,1G6,1F3,1F3,1F4,1G1,1H1,1F4,1G2,1G4,1H4,1G3,1G4,1H2,1G6,1H6,1F1,1G6,1H2,1F6
42,1F3,1G5,1F1,1H5,1G5,1H3,1G4,1H2,1G3,1F4,1H4,1G6,1G1,1G4,1F4,1G1,1H2,1F4,1H2,1F5,1H2,1F3,1G3,1G4,1F2,1G4,1G5,1G4,1G1,1H6,1G5,1F4
43,1F3,1F3,1F2,1H3,1G6,1F5,1F2,1F5,1H6,1H4,1F1,1F3,1H1,1H1,1F6,1F5,1G1,1H2,1G3,1G4,1H1,1G6,1H5,1H1,1G6,1H4,1F4,1G5,1H3,1F5,1F2,1F1
44,1G2,1H4,1G6,1H1,1H1,1G1,1H2,1H5,1G5,1F4,1H1,1F3,1F6,1F5,1F3,1F4,1G4,1F1,1H1,1F1,1F2,1H1,1F3,1G6,1G5,1F2,1F1,1G4,1G3,1G1,1H3,1F3
45,1G3,1F3,1F4,1G5,1H1,1F5,1G5,1G1,1F3,1F1,1H3,1F4,1H2,1H4,1F1,1G1,1G3,1H4,1F6,1H6,1G4,1F1,1G3,1F3,1G6,1G5,1G6,1H5,1G3,1G3,1H4,1H4
46,1H2,1G3,1G2,1G6,1H5,1F5,1F2,1G6,1H2,1F6,1G2,1H6,1G3,1F3,1G2,1F2,1F3,1H3,1F6,1G4,1F2,1H2,1G1,1H2,1G3,1F3,1F2,1H1,1F2,1H1,1H2,1F3
47,1F5,1H5,1H1,1H6,1G4,1H1,1F5,1H5,1G2,1H3,1H1,1G3,1H1,1F6,1F5,1F3,1F2,1F2,1G4,1F4,1F6,1G2,1G4,1G1,1G3,1H6,1H5,1G1,1H1,1G2,1H1,1F6
48,1H1,1F5,1G4,1G3,1F3,1G2,1H2,1F2,1H2,1G1,1F5,1H4,1F2,1G4,1G1,1F5,1H1,1H2,1G6,1H2,1H4,1H2,1H3,1G1,1F1,1G5,1G3,1H1,1H1,1G3,1F6,1F3
49,1F4,1F1,1F2,1G6,1H3,1G1,1H3,1H2,1H3,1G3,1G5,1F3,1F1,1F1,1F1,1F1,1F6,1H1,1G3,1F2,1H2,1G3,1G5,1G1,1H5,1H3,1F2,1H3,1G4,1F6,1G6,1G3
50,1H5,1F2,1H3,1G3,1H4,1G2,1F4,1F3,1H4,1G5,1F6,1H6,1H1,1F5,1H6,1H3,1F4,1H4,1F3,1F1,1H6,1F1,1F3,1H5,1H3,1H1,1G4,1F5,1G4,1F5,1F3,1H6
51,1H4,1F2,1F2,1G5,1H6,1H4,1G2,1F1,1H2,1F4,1H4,1G6,1H3,1H5,1F2,1F2,1F3,1G6,1H5,1H5,1G4,1G3,1F4,1H6,1G3,1H4,1F1,1G6,1G4,1G6,1H4,1H3
52,1G3,1H5,1H4,1F6,1F4,1H6,1G2,1H4,1F2,1F2,1G1,1F2,1F6,1F3,1H2,1G3,1F5,1F2,1F6,1G2,1G5,1F6,1G4,1G6,1H2,1G2,1H4,1H3,1G2,1F3,1F4,1F4
53,1H4,1F1,1F5,1F5,1G4,1H6,1F3,1H4,1F3,1H6,1F4,1G3,1G2,1F5,1H4,1F3,1F1,1H5,1H6,1F6,1H6,1H6,1H5,1F2,1F1,1H3,1H2,1H2,1H1,1F1,1H1,1F4
54,1G2,1F1,1G4,1H6,1F3,1G2,1F6,1G4,1G2,1H6,1G2,1F1,1H4,1H3,1F1,1F1,1F3,1H5,1G6,1H3,1F3,1F2,1H6,1F4,1F3,1H2,1G3,1F2,1G1,1H5,1F4,1F4
55,1G1,1H6,1F2,1G3,1G3,1H2,1G4,1H3,1F6,1F4,1H6,1F4,1F6,1G5,1G4,1F3,1G1,1H2,1F3,1G2,1H5,1H6,1H2,1H1,1H4,1F2,1F4,1G1,1H6,1H5,1G4,1F2
